Unit_ID,Unit_Name,Unit_Name_HE,English,Hebrew,IPA,Example_EN_1,Example_HE_1,Example_EN_2,Example_HE_2,POS,Collocation,CommonMistake_HE,Synonyms,Antonyms,Mnemonic_HE,Image_Keyword,Tags
05,Food,אוכל,ingredient,מרכיב,/ɪnˈɡriːdiənt/,Tomato is main ingredient,עגבנייה מרכיב עיקרי,Example 2 for ingredient,דוגמה 2 עבור מרכיב,noun,main ingredient,ingredient עם 2 E,component,,INGREDIENT מרכיב,ingredient,ESL-Pals::Unit05::Food
05,Food,אוכל,recipe,מתכון,/ˈresəpi/,I followed the recipe,עקבתי אחרי המתכון,Example 2 for recipe,דוגמה 2 עבור מתכון,noun,follow a recipe,recipe לא reciepe,instructions,,RECIPE מתכון,recipe,ESL-Pals::Unit05::Food
05,Food,אוכל,delicious,טעים,/dɪˈlɪʃəs/,The food is delicious,האוכל טעים,Example 2 for delicious,דוגמה 2 עבור טעים,adj,delicious food,delicious עם 2 I,tasty,,DELICIOUS טעים,delicious,ESL-Pals::Unit05::Food
05,Food,אוכל,cuisine,מטבח,/kwɪˈziːn/,I love Italian cuisine,אני אוהב מטבח איטלקי,Example 2 for cuisine,דוגמה 2 עבור מטבח,noun,Italian cuisine,cuisine צרפתי,cooking,,CUISINE מטבח,cuisine,ESL-Pals::Unit05::Food
05,Food,אוכל,appetizer,מנה ראשונה,/ˈæpɪtaɪzər/,We ordered appetizers,הזמנו מנות ראשונות,Example 2 for appetizer,דוגמה 2 עבור מנה ראשונה,noun,order appetizers,"appetizer US, starter UK",starter,,APPETIZER תאבון,appetizer,ESL-Pals::Unit05::Food
05,Food,אוכל,main course,מנה עיקרית,/ˌmeɪn ˈkɔːrs/,What's the main course?,מה המנה העיקרית?,Example 2 for main course,דוגמה 2 עבור מנה עיקרית,noun,main course,main course 2 מילים,entree,,MAIN + COURSE,main course,ESL-Pals::Unit05::Food
05,Food,אוכל,dessert,קינוח,/dɪˈzɜːrt/,"For dessert, ice cream","לקינוח, גלידה",Example 2 for dessert,דוגמה 2 עבור קינוח,noun,for dessert,dessert עם 2 S מתוק,sweet,,DESSERT עם SS מתוק,dessert,ESL-Pals::Unit05::Food
05,Food,אוכל,beverage,משקה,/ˈbevərɪdʒ/,Would you like a beverage?,תרצה משקה?,Example 2 for beverage,דוגמה 2 עבור משקה,noun,hot beverage,beverage עם 2 E,drink,,BEVERAGE משקה,beverage,ESL-Pals::Unit05::Food
05,Food,אוכל,spicy,חריף,/ˈspaɪsi/,The food is too spicy,האוכל חריף מדי,Example 2 for spicy,דוגמה 2 עבור חריף,adj,spicy food,spicy לא spice,hot,,SPICY חריף,spicy,ESL-Pals::Unit05::Food
05,Food,אוכל,vegetarian,צמחוני,/ˌvedʒəˈteriən/,She is vegetarian,היא צמחונית,Example 2 for vegetarian,דוגמה 2 עבור צמחוני,noun/adj,vegetarian diet,vegetarian עם G,veggie,,VEGETARIAN צמחוני,vegetarian,ESL-Pals::Unit05::Food
05,Food,אוכל,organic,אורגני,/ɔːrˈɡænɪk/,I buy organic food,אני קונה אוכל אורגני,Example 2 for organic,דוגמה 2 עבור אורגני,adj,organic food,organic לא organiz,natural,,ORGANIC אורגני,organic,ESL-Pals::Unit05::Food
05,Food,אוכל,portion,מנה,/ˈpɔːrʃn/,The portion was huge,המנה הייתה ענקית,Example 2 for portion,דוגמה 2 עבור מנה,noun,large portion,portion לא potion,serving,,PORTION מנה,portion,ESL-Pals::Unit05::Food
05,Food,אוכל,leftover,שאריות,/ˈleftˌoʊvər/,We have leftovers,יש לנו שאריות,Example 2 for leftover,דוגמה 2 עבור שאריות,noun/adj,leftovers,leftover מילה אחת,remains,,LEFT + OVER נשאר,leftover,ESL-Pals::Unit05::Food
05,Food,אוכל,craving,חשק,/ˈkreɪvɪŋ/,I have a craving for chocolate,יש לי חשק לשוקולד,Example 2 for craving,דוגמה 2 עבור חשק,noun,have a craving,craving עם V,desire,,CRAVING חשק,craving,ESL-Pals::Unit05::Food
05,Food,אוכל,utensil,כלי אוכל,/juːˈtensl/,We need utensils,אנחנו צריכים כלי אוכל,Example 2 for utensil,דוגמה 2 עבור כלי אוכל,noun,kitchen utensils,utensil עם 1 L,tool,,UTENSIL כלי,utensil,ESL-Pals::Unit05::Food
05,Food,אוכל,flavor,טעם,/ˈfleɪvər/,Add more flavor,הוסף עוד טעם,Example 2 for flavor,דוגמה 2 עבור טעם,noun/verb,add flavor,"flavor US, flavour UK",taste,,FLAVOR טעם,flavor,ESL-Pals::Unit05::Food
05,Food,אוכל,taste,לטעום,/teɪst/,Taste the soup,תטעם את המרק,Example 2 for taste,דוגמה 2 עבור לטעום,noun/verb,taste the food,taste לא test,flavor,,TASTE טעם,taste,ESL-Pals::Unit05::Food
05,Food,אוכל,cook,לבשל,/kʊk/,I cook every day,אני מבשל כל יום,Example 2 for cook,דוגמה 2 עבור לבשל,verb/noun,cook dinner,cook לא cock,prepare,,COOK לבשל,cook,ESL-Pals::Unit05::Food
05,Food,אוכל,bake,לאפות,/beɪk/,She bakes bread,היא אופה לחם,Example 2 for bake,דוגמה 2 עבור לאפות,verb,bake bread,bake לא back,roast,,BAKE לאפות,bake,ESL-Pals::Unit05::Food
05,Food,אוכל,restaurant,מסעדה,/ˈrestrɑːnt/,We went to a restaurant,הלכנו למסעדה,Example 2 for restaurant,דוגמה 2 עבור מסעדה,noun,go to a restaurant,restaurant עם AU,eatery,,RESTAURANT מסעדה,restaurant,ESL-Pals::Unit05::Food
06,Health,Health,symptom,תסמין,/ˈsɪmptəm/,I need to show symptoms,דוגמה לתסמין,Second example for symptom,דוגמה שנייה,noun,show symptoms,symptom לא כמו...,,,לזכור symptom,symptom,ESL-Pals::Unit06
06,Health,Health,diagnosis,אבחנה,/ˌdaɪəɡˈnoʊsɪs/,I need to medical diagnosis,דוגמה לאבחנה,Second example for diagnosis,דוגמה שנייה,noun,medical diagnosis,diagnosis לא כמו...,,,לזכור diagnosis,diagnosis,ESL-Pals::Unit06
06,Health,Health,treatment,טיפול,/ˈtriːtmənt/,I need to medical treatment,דוגמה לטיפול,Second example for treatment,דוגמה שנייה,noun,medical treatment,treatment לא כמו...,,,לזכור treatment,treatment,ESL-Pals::Unit06
06,Health,Health,prescription,מרשם,/prɪˈskrɪpʃn/,I need to doctor's prescription,דוגמה למרשם,Second example for prescription,דוגמה שנייה,noun,doctor's prescription,prescription לא כמו...,,,לזכור prescription,prescription,ESL-Pals::Unit06
06,Health,Health,appointment,תור,/əˈpɔɪntmənt/,I need to doctor appointment,דוגמה לתור,Second example for appointment,דוגמה שנייה,noun,doctor appointment,appointment לא כמו...,,,לזכור appointment,appointment,ESL-Pals::Unit06
06,Health,Health,pain,כאב,/peɪn/,I need to feel pain,דוגמה לכאב,Second example for pain,דוגמה שנייה,noun,feel pain,pain לא כמו...,,,לזכור pain,pain,ESL-Pals::Unit06
06,Health,Health,injury,פציעה,/ˈɪndʒəri/,I need to serious injury,דוגמה לפציעה,Second example for injury,דוגמה שנייה,noun,serious injury,injury לא כמו...,,,לזכור injury,injury,ESL-Pals::Unit06
06,Health,Health,recovery,החלמה,/rɪˈkʌvəri/,I need to speedy recovery,דוגמה להחלמה,Second example for recovery,דוגמה שנייה,noun,speedy recovery,recovery לא כמו...,,,לזכור recovery,recovery,ESL-Pals::Unit06
06,Health,Health,exercise,פעילות גופנית,/ˈeksərsaɪz/,I need to regular exercise,דוגמה לפעילות גופנית,Second example for exercise,דוגמה שנייה,noun,regular exercise,exercise לא כמו...,,,לזכור exercise,exercise,ESL-Pals::Unit06
06,Health,Health,diet,דיאטה,/ˈdaɪət/,I need to healthy diet,דוגמה לדיאטה,Second example for diet,דוגמה שנייה,noun,healthy diet,diet לא כמו...,,,לזכור diet,diet,ESL-Pals::Unit06
06,Health,Health,sleep,שינה,/sliːp/,I need to get enough sleep,דוגמה לשינה,Second example for sleep,דוגמה שנייה,noun,get enough sleep,sleep לא כמו...,,,לזכור sleep,sleep,ESL-Pals::Unit06
06,Health,Health,stress,לחץ,/stres/,I need to reduce stress,דוגמה ללחץ,Second example for stress,דוגמה שנייה,noun,reduce stress,stress לא כמו...,,,לזכור stress,stress,ESL-Pals::Unit06
06,Health,Health,mental,נפשי,/ˈmentl/,I need to mental health,דוגמה לנפשי,Second example for mental,דוגמה שנייה,noun,mental health,mental לא כמו...,,,לזכור mental,mental,ESL-Pals::Unit06
06,Health,Health,physical,פיזי,/ˈfɪzɪkl/,I need to physical health,דוגמה לפיזי,Second example for physical,דוגמה שנייה,noun,physical health,physical לא כמו...,,,לזכור physical,physical,ESL-Pals::Unit06
06,Health,Health,habit,הרגל,/ˈhæbɪt/,I need to healthy habit,דוגמה להרגל,Second example for habit,דוגמה שנייה,noun,healthy habit,habit לא כמו...,,,לזכור habit,habit,ESL-Pals::Unit06
06,Health,Health,checkup,בדיקה,/ˈtʃekʌp/,I need to medical checkup,דוגמה לבדיקה,Second example for checkup,דוגמה שנייה,noun,medical checkup,checkup לא כמו...,,,לזכור checkup,checkup,ESL-Pals::Unit06
06,Health,Health,vaccine,חיסון,/vækˈsiːn/,I need to get vaccinated,דוגמה לחיסון,Second example for vaccine,דוגמה שנייה,noun,get vaccinated,vaccine לא כמו...,,,לזכור vaccine,vaccine,ESL-Pals::Unit06
06,Health,Health,emergency,חירום,/ɪˈmɜːrdʒənsi/,I need to medical emergency,דוגמה לחירום,Second example for emergency,דוגמה שנייה,noun,medical emergency,emergency לא כמו...,,,לזכור emergency,emergency,ESL-Pals::Unit06
06,Health,Health,medicine,תרופה,/ˈmedsn/,I need to take medicine,דוגמה לתרופה,Second example for medicine,דוגמה שנייה,noun,take medicine,medicine לא כמו...,,,לזכור medicine,medicine,ESL-Pals::Unit06
06,Health,Health,doctor,רופא,/ˈdɑːktər/,I need to family doctor,דוגמה לרופא,Second example for doctor,דוגמה שנייה,noun,family doctor,doctor לא כמו...,,,לזכור doctor,doctor,ESL-Pals::Unit06
07,Work,Work,career,קריירה,/kəˈrɪər/,I need to career path,דוגמה לקריירה,Second example for career,דוגמה שנייה,noun,career path,career לא כמו...,,,לזכור career,career,ESL-Pals::Unit07
07,Work,Work,interview,ראיון,/ˈɪntərvjuː/,I need to job interview,דוגמה לראיון,Second example for interview,דוגמה שנייה,noun,job interview,interview לא כמו...,,,לזכור interview,interview,ESL-Pals::Unit07
07,Work,Work,resume,קורות חיים,/rəˈzuːmeɪ/,I need to send resume,דוגמה לקורות חיים,Second example for resume,דוגמה שנייה,noun,send resume,resume לא כמו...,,,לזכור resume,resume,ESL-Pals::Unit07
07,Work,Work,salary,משכורת,/ˈsæləri/,I need to monthly salary,דוגמה למשכורת,Second example for salary,דוגמה שנייה,noun,monthly salary,salary לא כמו...,,,לזכור salary,salary,ESL-Pals::Unit07
07,Work,Work,promotion,קידום,/prəˈmoʊʃn/,I need to get promotion,דוגמה לקידום,Second example for promotion,דוגמה שנייה,noun,get promotion,promotion לא כמו...,,,לזכור promotion,promotion,ESL-Pals::Unit07
07,Work,Work,colleague,קולגה,/ˈkɑːliːɡ/,I need to work colleague,דוגמה לקולגה,Second example for colleague,דוגמה שנייה,noun,work colleague,colleague לא כמו...,,,לזכור colleague,colleague,ESL-Pals::Unit07
07,Work,Work,meeting,ישיבה,/ˈmiːtɪŋ/,I need to business meeting,דוגמה לישיבה,Second example for meeting,דוגמה שנייה,noun,business meeting,meeting לא כמו...,,,לזכור meeting,meeting,ESL-Pals::Unit07
07,Work,Work,deadline,דדליין,/ˈdedlaɪn/,I need to meet deadline,דוגמה לדדליין,Second example for deadline,דוגמה שנייה,noun,meet deadline,deadline לא כמו...,,,לזכור deadline,deadline,ESL-Pals::Unit07
07,Work,Work,project,פרויקט,/ˈprɑːdʒekt/,I need to manage project,דוגמה לפרויקט,Second example for project,דוגמה שנייה,noun,manage project,project לא כמו...,,,לזכור project,project,ESL-Pals::Unit07
07,Work,Work,team,צוות,/tiːm/,I need to team work,דוגמה לצוות,Second example for team,דוגמה שנייה,noun,team work,team לא כמו...,,,לזכור team,team,ESL-Pals::Unit07
07,Work,Work,manager,מנהל,/ˈmænɪdʒər/,I need to project manager,דוגמה למנהל,Second example for manager,דוגמה שנייה,noun,project manager,manager לא כמו...,,,לזכור manager,manager,ESL-Pals::Unit07
07,Work,Work,employee,עובד,/ɪmˈplɔɪiː/,I need to new employee,דוגמה לעובד,Second example for employee,דוגמה שנייה,noun,new employee,employee לא כמו...,,,לזכור employee,employee,ESL-Pals::Unit07
07,Work,Work,employer,מעסיק,/ɪmˈplɔɪər/,I need to good employer,דוגמה למעסיק,Second example for employer,דוגמה שנייה,noun,good employer,employer לא כמו...,,,לזכור employer,employer,ESL-Pals::Unit07
07,Work,Work,overtime,שעות נוספות,/ˈoʊvərtaɪm/,I need to work overtime,דוגמה לשעות נוספות,Second example for overtime,דוגמה שנייה,noun,work overtime,overtime לא כמו...,,,לזכור overtime,overtime,ESL-Pals::Unit07
07,Work,Work,benefit,הטבה,/ˈbenɪfɪt/,I need to job benefits,דוגמה להטבה,Second example for benefit,דוגמה שנייה,noun,job benefits,benefit לא כמו...,,,לזכור benefit,benefit,ESL-Pals::Unit07
07,Work,Work,experience,ניסיון,/ɪkˈspɪəriəns/,I need to work experience,דוגמה לניסיון,Second example for experience,דוגמה שנייה,noun,work experience,experience לא כמו...,,,לזכור experience,experience,ESL-Pals::Unit07
07,Work,Work,skill,מיומנות,/skɪl/,I need to job skills,דוגמה למיומנות,Second example for skill,דוגמה שנייה,noun,job skills,skill לא כמו...,,,לזכור skill,skill,ESL-Pals::Unit07
07,Work,Work,training,הכשרה,/ˈtreɪnɪŋ/,I need to job training,דוגמה להכשרה,Second example for training,דוגמה שנייה,noun,job training,training לא כמו...,,,לזכור training,training,ESL-Pals::Unit07
07,Work,Work,retire,לפרוש,/rɪˈtaɪər/,I need to retire from work,דוגמה ללפרוש,Second example for retire,דוגמה שנייה,noun,retire from work,retire לא כמו...,,,לזכור retire,retire,ESL-Pals::Unit07
07,Work,Work,freelance,פרילנס,/ˈfriːlæns/,I need to freelance work,דוגמה לפרילנס,Second example for freelance,דוגמה שנייה,noun,freelance work,freelance לא כמו...,,,לזכור freelance,freelance,ESL-Pals::Unit07
08,Shopping,Shopping,shopping_word_1,Shopping מילה 1,/shopping_word_1/,Example for shopping_word_1,דוגמה,,,noun,shopping_word_1,,,,,shopping_word_1,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_2,Shopping מילה 2,/shopping_word_2/,Example for shopping_word_2,דוגמה,,,noun,shopping_word_2,,,,,shopping_word_2,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_3,Shopping מילה 3,/shopping_word_3/,Example for shopping_word_3,דוגמה,,,noun,shopping_word_3,,,,,shopping_word_3,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_4,Shopping מילה 4,/shopping_word_4/,Example for shopping_word_4,דוגמה,,,noun,shopping_word_4,,,,,shopping_word_4,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_5,Shopping מילה 5,/shopping_word_5/,Example for shopping_word_5,דוגמה,,,noun,shopping_word_5,,,,,shopping_word_5,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_6,Shopping מילה 6,/shopping_word_6/,Example for shopping_word_6,דוגמה,,,noun,shopping_word_6,,,,,shopping_word_6,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_7,Shopping מילה 7,/shopping_word_7/,Example for shopping_word_7,דוגמה,,,noun,shopping_word_7,,,,,shopping_word_7,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_8,Shopping מילה 8,/shopping_word_8/,Example for shopping_word_8,דוגמה,,,noun,shopping_word_8,,,,,shopping_word_8,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_9,Shopping מילה 9,/shopping_word_9/,Example for shopping_word_9,דוגמה,,,noun,shopping_word_9,,,,,shopping_word_9,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_10,Shopping מילה 10,/shopping_word_10/,Example for shopping_word_10,דוגמה,,,noun,shopping_word_10,,,,,shopping_word_10,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_11,Shopping מילה 11,/shopping_word_11/,Example for shopping_word_11,דוגמה,,,noun,shopping_word_11,,,,,shopping_word_11,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_12,Shopping מילה 12,/shopping_word_12/,Example for shopping_word_12,דוגמה,,,noun,shopping_word_12,,,,,shopping_word_12,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_13,Shopping מילה 13,/shopping_word_13/,Example for shopping_word_13,דוגמה,,,noun,shopping_word_13,,,,,shopping_word_13,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_14,Shopping מילה 14,/shopping_word_14/,Example for shopping_word_14,דוגמה,,,noun,shopping_word_14,,,,,shopping_word_14,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_15,Shopping מילה 15,/shopping_word_15/,Example for shopping_word_15,דוגמה,,,noun,shopping_word_15,,,,,shopping_word_15,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_16,Shopping מילה 16,/shopping_word_16/,Example for shopping_word_16,דוגמה,,,noun,shopping_word_16,,,,,shopping_word_16,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_17,Shopping מילה 17,/shopping_word_17/,Example for shopping_word_17,דוגמה,,,noun,shopping_word_17,,,,,shopping_word_17,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_18,Shopping מילה 18,/shopping_word_18/,Example for shopping_word_18,דוגמה,,,noun,shopping_word_18,,,,,shopping_word_18,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_19,Shopping מילה 19,/shopping_word_19/,Example for shopping_word_19,דוגמה,,,noun,shopping_word_19,,,,,shopping_word_19,ESL-Pals::Unit08
08,Shopping,Shopping,shopping_word_20,Shopping מילה 20,/shopping_word_20/,Example for shopping_word_20,דוגמה,,,noun,shopping_word_20,,,,,shopping_word_20,ESL-Pals::Unit08
09,Technology,Technology,technology_word_1,Technology מילה 1,/technology_word_1/,Example for technology_word_1,דוגמה,,,noun,technology_word_1,,,,,technology_word_1,ESL-Pals::Unit09
09,Technology,Technology,technology_word_2,Technology מילה 2,/technology_word_2/,Example for technology_word_2,דוגמה,,,noun,technology_word_2,,,,,technology_word_2,ESL-Pals::Unit09
09,Technology,Technology,technology_word_3,Technology מילה 3,/technology_word_3/,Example for technology_word_3,דוגמה,,,noun,technology_word_3,,,,,technology_word_3,ESL-Pals::Unit09
09,Technology,Technology,technology_word_4,Technology מילה 4,/technology_word_4/,Example for technology_word_4,דוגמה,,,noun,technology_word_4,,,,,technology_word_4,ESL-Pals::Unit09
09,Technology,Technology,technology_word_5,Technology מילה 5,/technology_word_5/,Example for technology_word_5,דוגמה,,,noun,technology_word_5,,,,,technology_word_5,ESL-Pals::Unit09
09,Technology,Technology,technology_word_6,Technology מילה 6,/technology_word_6/,Example for technology_word_6,דוגמה,,,noun,technology_word_6,,,,,technology_word_6,ESL-Pals::Unit09
09,Technology,Technology,technology_word_7,Technology מילה 7,/technology_word_7/,Example for technology_word_7,דוגמה,,,noun,technology_word_7,,,,,technology_word_7,ESL-Pals::Unit09
09,Technology,Technology,technology_word_8,Technology מילה 8,/technology_word_8/,Example for technology_word_8,דוגמה,,,noun,technology_word_8,,,,,technology_word_8,ESL-Pals::Unit09
09,Technology,Technology,technology_word_9,Technology מילה 9,/technology_word_9/,Example for technology_word_9,דוגמה,,,noun,technology_word_9,,,,,technology_word_9,ESL-Pals::Unit09
09,Technology,Technology,technology_word_10,Technology מילה 10,/technology_word_10/,Example for technology_word_10,דוגמה,,,noun,technology_word_10,,,,,technology_word_10,ESL-Pals::Unit09
09,Technology,Technology,technology_word_11,Technology מילה 11,/technology_word_11/,Example for technology_word_11,דוגמה,,,noun,technology_word_11,,,,,technology_word_11,ESL-Pals::Unit09
09,Technology,Technology,technology_word_12,Technology מילה 12,/technology_word_12/,Example for technology_word_12,דוגמה,,,noun,technology_word_12,,,,,technology_word_12,ESL-Pals::Unit09
09,Technology,Technology,technology_word_13,Technology מילה 13,/technology_word_13/,Example for technology_word_13,דוגמה,,,noun,technology_word_13,,,,,technology_word_13,ESL-Pals::Unit09
09,Technology,Technology,technology_word_14,Technology מילה 14,/technology_word_14/,Example for technology_word_14,דוגמה,,,noun,technology_word_14,,,,,technology_word_14,ESL-Pals::Unit09
09,Technology,Technology,technology_word_15,Technology מילה 15,/technology_word_15/,Example for technology_word_15,דוגמה,,,noun,technology_word_15,,,,,technology_word_15,ESL-Pals::Unit09
09,Technology,Technology,technology_word_16,Technology מילה 16,/technology_word_16/,Example for technology_word_16,דוגמה,,,noun,technology_word_16,,,,,technology_word_16,ESL-Pals::Unit09
09,Technology,Technology,technology_word_17,Technology מילה 17,/technology_word_17/,Example for technology_word_17,דוגמה,,,noun,technology_word_17,,,,,technology_word_17,ESL-Pals::Unit09
09,Technology,Technology,technology_word_18,Technology מילה 18,/technology_word_18/,Example for technology_word_18,דוגמה,,,noun,technology_word_18,,,,,technology_word_18,ESL-Pals::Unit09
09,Technology,Technology,technology_word_19,Technology מילה 19,/technology_word_19/,Example for technology_word_19,דוגמה,,,noun,technology_word_19,,,,,technology_word_19,ESL-Pals::Unit09
09,Technology,Technology,technology_word_20,Technology מילה 20,/technology_word_20/,Example for technology_word_20,דוגמה,,,noun,technology_word_20,,,,,technology_word_20,ESL-Pals::Unit09
10,Education,Education,education_word_1,Education מילה 1,/education_word_1/,Example for education_word_1,דוגמה,,,noun,education_word_1,,,,,education_word_1,ESL-Pals::Unit10
10,Education,Education,education_word_2,Education מילה 2,/education_word_2/,Example for education_word_2,דוגמה,,,noun,education_word_2,,,,,education_word_2,ESL-Pals::Unit10
10,Education,Education,education_word_3,Education מילה 3,/education_word_3/,Example for education_word_3,דוגמה,,,noun,education_word_3,,,,,education_word_3,ESL-Pals::Unit10
10,Education,Education,education_word_4,Education מילה 4,/education_word_4/,Example for education_word_4,דוגמה,,,noun,education_word_4,,,,,education_word_4,ESL-Pals::Unit10
10,Education,Education,education_word_5,Education מילה 5,/education_word_5/,Example for education_word_5,דוגמה,,,noun,education_word_5,,,,,education_word_5,ESL-Pals::Unit10
10,Education,Education,education_word_6,Education מילה 6,/education_word_6/,Example for education_word_6,דוגמה,,,noun,education_word_6,,,,,education_word_6,ESL-Pals::Unit10
10,Education,Education,education_word_7,Education מילה 7,/education_word_7/,Example for education_word_7,דוגמה,,,noun,education_word_7,,,,,education_word_7,ESL-Pals::Unit10
10,Education,Education,education_word_8,Education מילה 8,/education_word_8/,Example for education_word_8,דוגמה,,,noun,education_word_8,,,,,education_word_8,ESL-Pals::Unit10
10,Education,Education,education_word_9,Education מילה 9,/education_word_9/,Example for education_word_9,דוגמה,,,noun,education_word_9,,,,,education_word_9,ESL-Pals::Unit10
10,Education,Education,education_word_10,Education מילה 10,/education_word_10/,Example for education_word_10,דוגמה,,,noun,education_word_10,,,,,education_word_10,ESL-Pals::Unit10
10,Education,Education,education_word_11,Education מילה 11,/education_word_11/,Example for education_word_11,דוגמה,,,noun,education_word_11,,,,,education_word_11,ESL-Pals::Unit10
10,Education,Education,education_word_12,Education מילה 12,/education_word_12/,Example for education_word_12,דוגמה,,,noun,education_word_12,,,,,education_word_12,ESL-Pals::Unit10
10,Education,Education,education_word_13,Education מילה 13,/education_word_13/,Example for education_word_13,דוגמה,,,noun,education_word_13,,,,,education_word_13,ESL-Pals::Unit10
10,Education,Education,education_word_14,Education מילה 14,/education_word_14/,Example for education_word_14,דוגמה,,,noun,education_word_14,,,,,education_word_14,ESL-Pals::Unit10
10,Education,Education,education_word_15,Education מילה 15,/education_word_15/,Example for education_word_15,דוגמה,,,noun,education_word_15,,,,,education_word_15,ESL-Pals::Unit10
10,Education,Education,education_word_16,Education מילה 16,/education_word_16/,Example for education_word_16,דוגמה,,,noun,education_word_16,,,,,education_word_16,ESL-Pals::Unit10
10,Education,Education,education_word_17,Education מילה 17,/education_word_17/,Example for education_word_17,דוגמה,,,noun,education_word_17,,,,,education_word_17,ESL-Pals::Unit10
10,Education,Education,education_word_18,Education מילה 18,/education_word_18/,Example for education_word_18,דוגמה,,,noun,education_word_18,,,,,education_word_18,ESL-Pals::Unit10
10,Education,Education,education_word_19,Education מילה 19,/education_word_19/,Example for education_word_19,דוגמה,,,noun,education_word_19,,,,,education_word_19,ESL-Pals::Unit10
10,Education,Education,education_word_20,Education מילה 20,/education_word_20/,Example for education_word_20,דוגמה,,,noun,education_word_20,,,,,education_word_20,ESL-Pals::Unit10
11,Culture,Culture,culture_word_1,Culture מילה 1,/culture_word_1/,Example for culture_word_1,דוגמה,,,noun,culture_word_1,,,,,culture_word_1,ESL-Pals::Unit11
11,Culture,Culture,culture_word_2,Culture מילה 2,/culture_word_2/,Example for culture_word_2,דוגמה,,,noun,culture_word_2,,,,,culture_word_2,ESL-Pals::Unit11
11,Culture,Culture,culture_word_3,Culture מילה 3,/culture_word_3/,Example for culture_word_3,דוגמה,,,noun,culture_word_3,,,,,culture_word_3,ESL-Pals::Unit11
11,Culture,Culture,culture_word_4,Culture מילה 4,/culture_word_4/,Example for culture_word_4,דוגמה,,,noun,culture_word_4,,,,,culture_word_4,ESL-Pals::Unit11
11,Culture,Culture,culture_word_5,Culture מילה 5,/culture_word_5/,Example for culture_word_5,דוגמה,,,noun,culture_word_5,,,,,culture_word_5,ESL-Pals::Unit11
11,Culture,Culture,culture_word_6,Culture מילה 6,/culture_word_6/,Example for culture_word_6,דוגמה,,,noun,culture_word_6,,,,,culture_word_6,ESL-Pals::Unit11
11,Culture,Culture,culture_word_7,Culture מילה 7,/culture_word_7/,Example for culture_word_7,דוגמה,,,noun,culture_word_7,,,,,culture_word_7,ESL-Pals::Unit11
11,Culture,Culture,culture_word_8,Culture מילה 8,/culture_word_8/,Example for culture_word_8,דוגמה,,,noun,culture_word_8,,,,,culture_word_8,ESL-Pals::Unit11
11,Culture,Culture,culture_word_9,Culture מילה 9,/culture_word_9/,Example for culture_word_9,דוגמה,,,noun,culture_word_9,,,,,culture_word_9,ESL-Pals::Unit11
11,Culture,Culture,culture_word_10,Culture מילה 10,/culture_word_10/,Example for culture_word_10,דוגמה,,,noun,culture_word_10,,,,,culture_word_10,ESL-Pals::Unit11
11,Culture,Culture,culture_word_11,Culture מילה 11,/culture_word_11/,Example for culture_word_11,דוגמה,,,noun,culture_word_11,,,,,culture_word_11,ESL-Pals::Unit11
11,Culture,Culture,culture_word_12,Culture מילה 12,/culture_word_12/,Example for culture_word_12,דוגמה,,,noun,culture_word_12,,,,,culture_word_12,ESL-Pals::Unit11
11,Culture,Culture,culture_word_13,Culture מילה 13,/culture_word_13/,Example for culture_word_13,דוגמה,,,noun,culture_word_13,,,,,culture_word_13,ESL-Pals::Unit11
11,Culture,Culture,culture_word_14,Culture מילה 14,/culture_word_14/,Example for culture_word_14,דוגמה,,,noun,culture_word_14,,,,,culture_word_14,ESL-Pals::Unit11
11,Culture,Culture,culture_word_15,Culture מילה 15,/culture_word_15/,Example for culture_word_15,דוגמה,,,noun,culture_word_15,,,,,culture_word_15,ESL-Pals::Unit11
11,Culture,Culture,culture_word_16,Culture מילה 16,/culture_word_16/,Example for culture_word_16,דוגמה,,,noun,culture_word_16,,,,,culture_word_16,ESL-Pals::Unit11
11,Culture,Culture,culture_word_17,Culture מילה 17,/culture_word_17/,Example for culture_word_17,דוגמה,,,noun,culture_word_17,,,,,culture_word_17,ESL-Pals::Unit11
11,Culture,Culture,culture_word_18,Culture מילה 18,/culture_word_18/,Example for culture_word_18,דוגמה,,,noun,culture_word_18,,,,,culture_word_18,ESL-Pals::Unit11
